Week,Site,Device,Spend,Impressions,Clicks,Sales,Partner Type,Audience,Channel
2024-01-21,Facebook/Instagram,iphone,59948.73,27269663.0,15698,9655775.66,Not Specified,Demo-Only,Social
2024-01-21,Facebook/Instagram,ipod,7.43,3901.0,2,9655775.66,Not Specified,Demo-Only,Social
2024-01-21,Facebook/Instagram,other,1.87,806.0,1,9655775.66,Not Specified,Demo-Only,Social
2024-01-21,Forums,Not Specified,0.0,0.0,0,9655775.66,Not Specified,Not Specified,Brandwatch
2024-01-21,Hulu,Not Specified,0.14,337802.0,29,0.0,FEP,Not Specified,Display
2024-01-21,Instagram,Not Specified,0.0,0.0,0,9655775.66,Not Specified,Not Specified,Infegy
2024-01-21,Pinterest,Unknown Device Category,38640.33,17970920.0,15669,9655775.66,Not Specified,Interest & Keywords,Social
2024-01-21,Roku,Not Specified,0.28,318407.0,84,0.0,FEP,Not Specified,Display
2024-01-21,The Trade Desk,Not Specified,5.46,4191401.0,5356,0.0,Programmatic,Not Specified,Display
2024-01-21,TikTok,Unknown Device Category,18453.0,6860308.0,8905,9655775.66,Not Specified,Demo-Only,Social
2024-01-21,Tumblr,Not Specified,0.0,0.0,0,9655775.66,Not Specified,Not Specified,Brandwatch
2024-01-21,X,Not Specified,0.0,50490.0,0,9655775.66,Not Specified,Not Specified,Brandwatch
2024-01-28,Amazon,Not Specified,0.14,1858595.0,3433,0.0,FEP,Not Specified,Display
2024-01-28,CBS,Not Specified,0.16,827110.0,176,0.0,FEP,Not Specified,Display
2024-01-28,CWTV,Not Specified,0.14,237152.0,267,0.0,FEP,Not Specified,Display
2024-01-28,Cable,Not Specified,85938.0,2.0,0,9442055.74,Not Specified,Not Specified,TV
2024-01-28,DV360,Not Specified,2.24,5822086.0,847,0.0,Programmatic,Not Specified,Display
2024-01-28,Disney,Not Specified,0.41000000000000003,393844.0,75,0.0,FEP,Not Specified,Display
2024-01-28,Facebook/Instagram,android_smartphone,20639.54,9323038.0,5140,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Facebook/Instagram,android_tablet,130.44,60222.0,50,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Facebook/Instagram,desktop,516.31,244219.0,133,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Facebook/Instagram,ipad,413.86,189411.0,118,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Facebook/Instagram,iphone,60189.1,26840665.0,15264,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Facebook/Instagram,ipod,7.44,3739.0,1,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Facebook/Instagram,other,3.85,1579.0,1,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Forums,Not Specified,0.0,0.0,0,9442055.74,Not Specified,Not Specified,Brandwatch
2024-01-28,Hulu,Not Specified,0.14,358773.0,39,0.0,FEP,Not Specified,Display
2024-01-28,Instagram,Not Specified,0.0,0.0,0,9442055.74,Not Specified,Not Specified,Infegy
2024-01-28,NET,Not Specified,28874.0,2.0,0,9442055.74,Not Specified,Not Specified,TV
2024-01-28,Pinterest,Unknown Device Category,31481.79,14450491.0,12748,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Roku,Not Specified,0.28,431896.0,118,0.0,FEP,Not Specified,Display
2024-01-28,SYND,Not Specified,5637.0,1.0,0,9442055.74,Not Specified,Not Specified,TV
2024-01-28,The Trade Desk,Not Specified,5.41,3409782.0,3999,0.0,Programmatic,Not Specified,Display
2024-01-28,TikTok,Unknown Device Category,16381.470000000001,6030724.0,7999,9442055.74,Not Specified,Demo-Only,Social
2024-01-28,Tumblr,Not Specified,0.0,0.0,0,9442055.74,Not Specified,Not Specified,Brandwatch
2024-01-28,X,Not Specified,0.0,1815.0,0,9442055.74,Not Specified,Not Specified,Brandwatch
2024-02-04,Amazon,Not Specified,0.14,1862696.0,3441,0.0,FEP,Not Specified,Display
2024-02-04,CBS,Not Specified,0.14,835533.0,100,0.0,FEP,Not Specified,Display
2024-02-04,CWTV,Not Specified,0.14,204983.0,237,0.0,FEP,Not Specified,Display
2024-02-04,Cable,Not Specified,123319.0,2.0,0,9684387.89,Not Specified,Not Specified,TV
2024-02-04,DV360,Not Specified,1.68,4701616.0,657,0.0,Programmatic,Not Specified,Display
2024-02-04,Disney,Not Specified,0.42,747164.0,127,0.0,FEP,Not Specified,Display
2024-02-04,Facebook/Instagram,android_smartphone,19872.69,8901220.0,4501,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Facebook/Instagram,android_tablet,133.27,60385.0,43,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Facebook/Instagram,desktop,456.99,219848.0,116,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Facebook/Instagram,ipad,433.26,195550.0,121,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Facebook/Instagram,iphone,59956.34,26421915.0,14009,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Facebook/Instagram,ipod,7.33,3697.0,2,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Facebook/Instagram,other,1.82,674.0,1,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Forums,Not Specified,0.0,0.0,0,9684387.89,Not Specified,Not Specified,Brandwatch
2024-02-04,Hulu,Not Specified,0.14,520376.0,52,0.0,FEP,Not Specified,Display
2024-02-04,Instagram,Not Specified,0.0,0.0,0,9684387.89,Not Specified,Not Specified,Infegy
2024-02-04,NET,Not Specified,28565.0,2.0,0,9684387.89,Not Specified,Not Specified,TV
2024-02-04,Pinterest,Unknown Device Category,20095.62,9246785.0,7924,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Roku,Not Specified,0.28,756803.0,207,0.0,FEP,Not Specified,Display
2024-02-04,SYND,Not Specified,4228.0,1.0,0,9684387.89,Not Specified,Not Specified,TV
2024-02-04,The Trade Desk,Not Specified,4.78,2699770.0,2582,0.0,Programmatic,Not Specified,Display
2024-02-04,TikTok,Unknown Device Category,12837.45,4632567.0,5529,9684387.89,Not Specified,Demo-Only,Social
2024-02-04,Tumblr,Not Specified,0.0,0.0,0,9684387.89,Not Specified,Not Specified,Brandwatch
2024-02-04,X,Not Specified,0.0,18683.0,0,9684387.89,Not Specified,Not Specified,Brandwatch
2024-02-11,Amazon,Not Specified,0.14,1703414.0,3146,0.0,FEP,Not Specified,Display
2024-02-11,CBS,Not Specified,0.14,794835.0,139,0.0,FEP,Not Specified,Display
2024-02-11,CWTV,Not Specified,0.14,192773.0,313,0.0,FEP,Not Specified,Display
2024-02-11,Cable,Not Specified,0.0,0.0,0,9772173.92,Not Specified,Not Specified,TV
2024-02-11,DV360,Not Specified,1.68,4074614.0,649,0.0,Programmatic,Not Specified,Display
2024-02-11,Disney,Not Specified,0.42,563332.0,73,0.0,FEP,Not Specified,Display
2024-02-11,Facebook/Instagram,android_smartphone,18437.23,8314870.0,3998,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,Facebook/Instagram,android_tablet,123.4,56261.0,40,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,Facebook/Instagram,desktop,402.83,191532.0,103,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,Facebook/Instagram,ipad,406.19,187492.0,118,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,Facebook/Instagram,iphone,57928.22,25833402.0,13681,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,Facebook/Instagram,ipod,6.640000000000001,3313.0,1,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,Facebook/Instagram,other,1.74,669.0,0,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,Forums,Not Specified,0.0,0.0,0,9772173.92,Not Specified,Not Specified,Brandwatch
2024-02-11,Hulu,Not Specified,0.14,409428.0,44,0.0,FEP,Not Specified,Display
2024-02-11,Instagram,Not Specified,0.0,0.0,0,9772173.92,Not Specified,Not Specified,Infegy
2024-02-11,Pinterest,Unknown Device Category,18192.23,8345352.0,7193,9772173.92,Not Specified,Demo & Interests,Social
2024-02-11,Review,Not Specified,0.0,0.0,0,9772173.92,Not Specified,Not Specified,Brandwatch
2024-02-11,Roku,Not Specified,0.28,624506.0,167,0.0,FEP,Not Specified,Display
2024-02-11,The Trade Desk,Not Specified,4.5,2675399.0,3275,0.0,Programmatic,Not Specified,Display
2024-02-11,TikTok,Unknown Device Category,12844.77,4368979.0,5635,9772173.92,Not Specified,Demo-Only,Social
2024-02-11,X,Not Specified,0.0,19496.0,0,9772173.92,Not Specified,Not Specified,Brandwatch
2024-02-18,Amazon,Not Specified,0.14,1398852.0,2585,0.0,FEP,Not Specified,Display
2024-02-18,CBS,Not Specified,0.14,740239.0,33,0.0,FEP,Not Specified,Display
2024-02-18,CWTV,Not Specified,0.14,236678.0,582,0.0,FEP,Not Specified,Display
2024-02-18,DV360,Not Specified,1.68,3837183.0,615,0.0,Programmatic,Not Specified,Display
2024-02-18,Disney,Not Specified,0.42,416259.0,50,0.0,FEP,Not Specified,Display
2024-02-18,Facebook/Instagram,android_smartphone,3375.77,1835075.0,803,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Facebook/Instagram,android_tablet,26.43,14998.0,10,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Facebook/Instagram,desktop,78.85,47463.0,24,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Facebook/Instagram,ipad,82.42,45350.0,27,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Facebook/Instagram,iphone,9763.95,4990901.0,2411,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Facebook/Instagram,ipod,1.9,1177.0,2,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Facebook/Instagram,other,0.42000000000000004,101.0,0,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Forums,Not Specified,0.0,0.0,0,9113281.22,Not Specified,Not Specified,Brandwatch
2024-02-18,Hulu,Not Specified,0.14,337312.0,42,0.0,FEP,Not Specified,Display
2024-02-18,Pinterest,Unknown Device Category,20464.17,9221451.0,8244,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Roku,Not Specified,0.28,379180.0,101,0.0,FEP,Not Specified,Display
2024-02-18,The Trade Desk,Not Specified,4.37,2287713.0,2514,0.0,Programmatic,Not Specified,Display
2024-02-18,TikTok,Unknown Device Category,12807.35,4178252.0,5617,9113281.22,Not Specified,Demo-Only,Social
2024-02-18,Tumblr,Not Specified,0.0,0.0,0,9113281.22,Not Specified,Not Specified,Brandwatch
2024-02-18,X,Not Specified,0.0,1072.0,0,9113281.22,Not Specified,Not Specified,Brandwatch
2024-02-25,Amazon,Not Specified,0.14,1350248.0,2494,0.0,FEP,Not Specified,Display
2024-02-25,CBS,Not Specified,0.15,885179.5,223,0.0,FEP,Not Specified,Display
2024-02-25,CWTV,Not Specified,0.14,232212.0,576,0.0,FEP,Not Specified,Display
2024-02-25,Cable,Not Specified,88436.0,2.0,0,9437955.27,Not Specified,Not Specified,TV
2024-02-25,DV360,Not Specified,1.68,3717805.0,601,0.0,Programmatic,Not Specified,Display
2024-02-25,Disney,Not Specified,0.38,360121.0,70,0.0,FEP,Not Specified,Display
2024-02-25,Facebook/Instagram,android_smartphone,4679.06,2700622.0,1001,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,Facebook/Instagram,android_tablet,34.56,20797.0,7,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,Facebook/Instagram,desktop,124.1,75165.0,41,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,Facebook/Instagram,ipad,87.22,52636.0,36,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,Facebook/Instagram,iphone,10184.210000000001,5829396.0,2147,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,Facebook/Instagram,ipod,2.21,1347.0,0,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,Facebook/Instagram,other,0.53,203.0,0,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,Forums,Not Specified,0.0,0.0,0,9437955.27,Not Specified,Not Specified,Brandwatch
2024-02-25,Hulu,Not Specified,0.14,304183.0,29,0.0,FEP,Not Specified,Display
2024-02-25,Instagram,Not Specified,0.0,0.0,0,9437955.27,Not Specified,Not Specified,Infegy
2024-02-25,NET,Not Specified,28376.0,1.0,0,9437955.27,Not Specified,Not Specified,TV
2024-02-25,Pinterest,Unknown Device Category,16614.9,7530232.0,6656,9437955.27,Not Specified,Demo & Keywords,Social
2024-02-25,Roku,Not Specified,0.28,524056.0,141,0.0,FEP,Not Specified,Display
2024-02-25,SYND,Not Specified,1409.0,1.0,0,9437955.27,Not Specified,Not Specified,TV
2024-02-25,The Trade Desk,Not Specified,4.2,1886541.0,1980,0.0,Programmatic,Not Specified,Display
2024-02-25,TikTok,Unknown Device Category,12784.8,4116817.0,5848,9437955.27,Not Specified,Demo-Only,Social
2024-02-25,X,Not Specified,0.0,76436.0,0,9437955.27,Not Specified,Not Specified,Brandwatch
2024-03-03,Amazon,Not Specified,0.14,1270385.0,2347,0.0,FEP,Not Specified,Display
2024-03-03,CBS,Not Specified,0.14,839622.0,95,0.0,FEP,Not Specified,Display
2024-03-03,CWTV,Not Specified,0.14,223073.0,415,0.0,FEP,Not Specified,Display
2024-03-03,Cable,Not Specified,115766.0,2.0,0,9570651.82,Not Specified,Not Specified,TV
2024-03-03,DV360,Not Specified,1.68,3569127.0,597,0.0,Programmatic,Not Specified,Display
2024-03-03,Disney,Not Specified,0.35000000000000003,631951.0,109,0.0,FEP,Not Specified,Display
2024-03-03,Facebook/Instagram,android_smartphone,6511.27,3446586.0,1246,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Facebook/Instagram,android_tablet,46.06,25158.0,16,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Facebook/Instagram,desktop,156.99,87223.0,45,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Facebook/Instagram,ipad,109.31,60477.0,47,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Facebook/Instagram,iphone,14012.64,7400604.0,2475,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Facebook/Instagram,ipod,2.86,1471.0,0,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Facebook/Instagram,other,0.84,258.0,0,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Forums,Not Specified,0.0,0.0,0,9570651.82,Not Specified,Not Specified,Brandwatch
2024-03-03,Hulu,Not Specified,0.14,475705.0,53,0.0,FEP,Not Specified,Display
2024-03-03,Instagram,Not Specified,0.0,0.0,0,9570651.82,Not Specified,Not Specified,Infegy
2024-03-03,NET,Not Specified,25493.0,1.0,0,9570651.82,Not Specified,Not Specified,TV
2024-03-03,Pinterest,Unknown Device Category,18518.58,8325228.0,7208,9570651.82,Not Specified,Demo & Keywords,Social
2024-03-03,Roku,Not Specified,0.28,547830.0,145,0.0,FEP,Not Specified,Display
2024-03-03,SYND,Not Specified,2819.0,1.0,0,9570651.82,Not Specified,Not Specified,TV
2024-03-03,The Trade Desk,Not Specified,3.95,1778787.0,1530,0.0,Programmatic,Not Specified,Display
2024-03-03,TikTok,Unknown Device Category,12695.04,3951227.0,5524,9570651.82,Not Specified,Demo-Only,Social
2024-03-03,Tumblr,Not Specified,0.0,0.0,0,9570651.82,Not Specified,Not Specified,Brandwatch
2024-03-03,X,Not Specified,0.0,4887.0,0,9570651.82,Not Specified,Not Specified,Brandwatch
2024-03-10,Amazon,Not Specified,0.15,1142082.0,2111,0.0,FEP,Not Specified,Display
2024-03-10,CBS,Not Specified,0.14,794255.0,128,0.0,FEP,Not Specified,Display
2024-03-10,CWTV,Not Specified,0.14,207255.0,199,0.0,FEP,Not Specified,Display
2024-03-10,DV360,Not Specified,1.68,3519196.0,581,0.0,Programmatic,Not Specified,Display
2024-03-10,Disney,Not Specified,0.35000000000000003,657910.0,107,0.0,FEP,Not Specified,Display
2024-03-10,Facebook/Instagram,android_smartphone,7274.14,3602855.0,1455,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Facebook/Instagram,android_tablet,52.25,26452.0,12,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Facebook/Instagram,desktop,163.73,85435.0,43,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Facebook/Instagram,ipad,139.17,70134.0,46,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Facebook/Instagram,iphone,18046.74,8823945.0,3138,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Facebook/Instagram,ipod,2.94,1556.0,1,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Facebook/Instagram,other,0.74,265.0,0,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Forums,Not Specified,0.0,0.0,0,9715268.0,Not Specified,Not Specified,Brandwatch
2024-03-10,Hulu,Not Specified,0.14,487084.0,45,0.0,FEP,Not Specified,Display
2024-03-10,Instagram,Not Specified,0.0,0.0,0,9715268.0,Not Specified,Not Specified,Infegy
2024-03-10,Pinterest,Unknown Device Category,18534.74,7767908.0,6588,9715268.0,Not Specified,Demo & Interests,Social
2024-03-10,Review,Not Specified,0.0,0.0,0,9715268.0,Not Specified,Not Specified,Brandwatch
2024-03-10,Roku,Not Specified,0.28,460805.0,122,0.0,FEP,Not Specified,Display
2024-03-10,The Trade Desk,Not Specified,3.95,1718215.0,1543,0.0,Programmatic,Not Specified,Display
2024-03-10,TikTok,Unknown Device Category,12539.2,3714441.0,5035,9715268.0,Not Specified,Demo-Only,Social
2024-03-10,Tumblr,Not Specified,0.0,0.0,0,9715268.0,Not Specified,Not Specified,Brandwatch
2024-03-10,X,Not Specified,0.0,3121.0,0,9715268.0,Not Specified,Not Specified,Brandwatch
2024-03-17,Amazon,Not Specified,0.14,1061097.0,1961,0.0,FEP,Not Specified,Display
2024-03-17,CBS,Not Specified,0.18,899757.0,97,0.0,FEP,Not Specified,Display
2024-03-17,CWTV,Not Specified,0.16,216450.0,133,0.0,FEP,Not Specified,Display
2024-03-17,DV360,Not Specified,1.68,3424461.0,564,0.0,Programmatic,Not Specified,Display
2024-03-17,Disney,Not Specified,0.4,1022009.0,179,0.0,FEP,Not Specified,Display
2024-03-17,Facebook/Instagram,android_smartphone,11901.5,5203286.0,2213,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Facebook/Instagram,android_tablet,66.16,30247.0,15,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Facebook/Instagram,desktop,230.04,105788.0,53,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Facebook/Instagram,ipad,233.85,102996.0,64,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Facebook/Instagram,iphone,32366.58,14005609.0,5530,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Facebook/Instagram,ipod,4.18,2020.0,0,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Facebook/Instagram,other,15.41,6642.0,6,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Forums,Not Specified,0.0,0.0,0,9413316.8,Not Specified,Not Specified,Brandwatch
2024-03-17,Hulu,Not Specified,0.14,361984.0,34,0.0,FEP,Not Specified,Display
2024-03-17,Pinterest,Unknown Device Category,18309.43,7841298.0,6661,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,Roku,Not Specified,0.28,370414.0,99,0.0,FEP,Not Specified,Display
2024-03-17,The Trade Desk,Not Specified,3.85,1603455.0,1507,0.0,Programmatic,Not Specified,Display
2024-03-17,TikTok,Unknown Device Category,12406.59,3430814.0,4226,9413316.8,Not Specified,Demo-Only,Social
2024-03-17,X,Not Specified,0.0,1646.0,0,9413316.8,Not Specified,Not Specified,Brandwatch
2024-03-24,Amazon,Not Specified,0.13,659355.0,1220,0.0,FEP,Not Specified,Display
2024-03-24,CBS,Not Specified,0.16,699148.0,68,0.0,FEP,Not Specified,Display
2024-03-24,CWTV,Not Specified,0.16,201591.0,262,0.0,FEP,Not Specified,Display
2024-03-24,Cable,Not Specified,77341.0,2.0,0,9177184.66,Not Specified,Not Specified,TV
2024-03-24,DV360,Not Specified,1.7,3385074.0,595,0.0,Programmatic,Not Specified,Display
2024-03-24,Disney,Not Specified,0.4,326303.0,42,0.0,FEP,Not Specified,Display
2024-03-24,Facebook/Instagram,android_smartphone,12313.46,5414112.0,2234,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Facebook/Instagram,android_tablet,63.09,28812.0,16,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Facebook/Instagram,desktop,262.04,119871.0,59,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Facebook/Instagram,ipad,245.57,110500.0,73,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Facebook/Instagram,iphone,33197.05,14464085.0,5757,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Facebook/Instagram,ipod,4.13,2087.0,2,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Facebook/Instagram,other,20.79,9195.0,5,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Forums,Not Specified,0.0,0.0,0,9177184.66,Not Specified,Not Specified,Brandwatch
2024-03-24,Hulu,Not Specified,0.17,290478.5,27,0.0,FEP,Not Specified,Display
2024-03-24,Instagram,Not Specified,0.0,0.0,0,9177184.66,Not Specified,Not Specified,Infegy
2024-03-24,NET,Not Specified,24057.0,2.0,0,9177184.66,Not Specified,Not Specified,TV
2024-03-24,Peacock,Not Specified,0.03,5.0,3,0.0,FEP,Not Specified,Display
2024-03-24,Pinterest,Unknown Device Category,18063.32,7873670.0,6724,9177184.66,Not Specified,Demo & Interests,Social
2024-03-24,Review,Not Specified,0.0,0.0,0,9177184.66,Not Specified,Not Specified,Brandwatch
2024-03-24,Roku,Not Specified,0.31,258101.0,68,0.0,FEP,Not Specified,Display
2024-03-24,SYND,Not Specified,4228.0,1.0,0,9177184.66,Not Specified,Not Specified,TV
2024-03-24,The Trade Desk,Not Specified,3.62,1426433.0,1352,0.0,Programmatic,Not Specified,Display
2024-03-24,TikTok,Unknown Device Category,29103.22,7346575.0,10376,9177184.66,Not Specified,Demo-Only,Social
2024-03-24,Tumblr,Not Specified,0.0,0.0,0,9177184.66,Not Specified,Not Specified,Brandwatch
2024-03-24,Turner,Not Specified,0.05,6.0,1,0.0,FEP,Not Specified,Display
2024-03-24,X,Not Specified,0.0,17129.0,0,9177184.66,Not Specified,Not Specified,Brandwatch
2024-03-24,YouTube,Not Specified,0.03,41536.5,4,0.0,FEP,Not Specified,Display
2024-03-31,Amazon,Not Specified,0.04,70748.0,131,0.0,FEP,Not Specified,Display
2024-03-31,CBS,Not Specified,0.16,735534.0,139,0.0,FEP,Not Specified,Display
2024-03-31,CWTV,Not Specified,0.04,35306.0,66,0.0,FEP,Not Specified,Display
2024-03-31,Cable,Not Specified,105498.0,2.0,0,9080677.05,Not Specified,Not Specified,TV
2024-03-31,DV360,Not Specified,1.68,3376533.0,549,0.0,Programmatic,Not Specified,Display
2024-03-31,Disney,Not Specified,0.45,510420.0,70,0.0,FEP,Not Specified,Display
2024-03-31,Facebook/Instagram,android_smartphone,2608.13,1474492.0,697,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Facebook/Instagram,android_tablet,16.02,9505.0,4,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Facebook/Instagram,desktop,59.85,38183.0,21,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Facebook/Instagram,ipad,57.16,33159.0,19,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Facebook/Instagram,iphone,6663.72,3620536.0,1471,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Facebook/Instagram,ipod,1.52,931.0,0,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Facebook/Instagram,other,4.34,2161.0,2,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Forums,Not Specified,0.0,0.0,0,9080677.05,Not Specified,Not Specified,Brandwatch
2024-03-31,Hulu,Not Specified,0.14,284563.0,27,0.0,FEP,Not Specified,Display
2024-03-31,Instagram,Not Specified,0.0,0.0,0,9080677.05,Not Specified,Not Specified,Infegy
2024-03-31,NET,Not Specified,25461.0,3.0,0,9080677.05,Not Specified,Not Specified,TV
2024-03-31,Peacock,Not Specified,0.18,220727.0,110362,0.0,FEP,Not Specified,Display
2024-03-31,Pinterest,Unknown Device Category,3494.78,1379297.0,1342,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Roku,Not Specified,0.29,568776.0,154,0.0,FEP,Not Specified,Display
2024-03-31,SYND,Not Specified,10879.0,1.0,0,9080677.05,Not Specified,Not Specified,TV
2024-03-31,The Trade Desk,Not Specified,3.56,1424973.0,1262,0.0,Programmatic,Not Specified,Display
2024-03-31,TikTok,Unknown Device Category,4651.98,1225085.0,2049,9080677.05,Not Specified,Demo-Only,Social
2024-03-31,Turner,Not Specified,0.18,494126.0,247,0.0,FEP,Not Specified,Display
2024-03-31,X,Not Specified,0.0,4105.0,0,9080677.05,Not Specified,Not Specified,Brandwatch
2024-03-31,YouTube,Not Specified,0.12,201187.0,86,0.0,FEP,Not Specified,Display
2024-04-07,CBS,Not Specified,0.14,514511.0,66,0.0,FEP,Not Specified,Display
2024-04-07,Cable,Not Specified,0.0,0.0,0,8967695.16,Not Specified,Not Specified,TV
2024-04-07,DV360,Not Specified,1.68,3193439.0,511,0.0,Programmatic,Not Specified,Display
2024-04-07,Disney,Not Specified,0.42,543716.0,68,0.0,FEP,Not Specified,Display
2024-04-07,Facebook/Instagram,android_smartphone,8977.35,4673723.0,2188,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Facebook/Instagram,android_tablet,45.12,24216.0,19,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Facebook/Instagram,desktop,255.99,137483.0,78,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Facebook/Instagram,ipad,183.46,95495.0,66,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Facebook/Instagram,iphone,23579.39,12033642.0,5831,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Facebook/Instagram,ipod,3.08,1882.0,0,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Facebook/Instagram,other,14.11,7339.0,2,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Forums,Not Specified,0.0,0.0,0,8967695.16,Not Specified,Not Specified,Brandwatch
2024-04-07,Hulu,Not Specified,0.14,293323.0,26,0.0,FEP,Not Specified,Display
2024-04-07,Instagram,Not Specified,0.0,0.0,0,8967695.16,Not Specified,Not Specified,Infegy
2024-04-07,Peacock,Not Specified,0.21,238073.0,119038,0.0,FEP,Not Specified,Display
2024-04-07,Pinterest,Unknown Device Category,28877.32,11757130.0,8819,8967695.16,Not Specified,Demo & Keywords,Social
2024-04-07,Review,Not Specified,0.0,0.0,0,8967695.16,Not Specified,Not Specified,Brandwatch
2024-04-07,Roku,Not Specified,0.28,766393.0,206,0.0,FEP,Not Specified,Display
2024-04-07,The Trade Desk,Not Specified,3.67,1387994.0,1196,0.0,Programmatic,Not Specified,Display
2024-04-07,TikTok,Unknown Device Category,17744.89,5156120.0,9432,8967695.16,Not Specified,Demo-Only,Social
2024-04-07,Turner,Not Specified,0.21,557464.0,200,0.0,FEP,Not Specified,Display
2024-04-07,X,Not Specified,0.0,6189.0,0,8967695.16,Not Specified,Not Specified,Brandwatch
2024-04-07,YouTube,Not Specified,0.14,230139.0,125,0.0,FEP,Not Specified,Display
2024-04-14,CBS,Not Specified,0.14,488382.0,34,0.0,FEP,Not Specified,Display
2024-04-14,DV360,Not Specified,1.68,3152739.0,526,0.0,Programmatic,Not Specified,Display
2024-04-14,Disney,Not Specified,0.42,450198.0,55,0.0,FEP,Not Specified,Display
2024-04-14,Facebook/Instagram,android_smartphone,11014.39,5087942.0,2381,9440325.83,Not Specified,Demo-Only,Social
